Наименование;"Наименование артикула";"Код артикула";Валюта;Цена;"Доступен для заказа";"Зачеркнутая цена";"Закупочная цена";"Краткое описание";Описание;Теги;Заголовок;"Тип товаров""META Keywords";"META Description";"Ссылка на витрину";Производитель;Объем;Размеры;"Возраст детей";Страна-производитель;Материал;Изображения
"!!Счетный материал";"";"";"";"";"";"";"";"";"<h1>Счетный материал</h1>
        <p>Игрушки для развития у детей навыков счета. Выполнены из натурального дерева.</p>";"";"";"";"";"";"";"";"";"";"";""
"Счетный материал арбузная долька(12 шт)";"";"RS-Д-489";"RUB";"256,25";"1";"";"";"";"от 3 лет";"";"Счетный материал арбузная долька(12 шт)";"";"";"schetnyy-material-arbuznaya-dolka12-sht--rs-d-489";"";"";"18,5x12x3,5";"";"Россия";"";"http://www.rntoys.com/Content/Images/Products/RNToys/Schetnymaterial/D-489-1.tif300.jpg"
"Счетные палочки 40 штук 4 цвета";"";"RS-Д-440";"RUB";"493,75";"1";"";"";"";"от 3 лет";"";"Счетные палочки 40 штук 4 цвета";"";"";"schetnye-palochki-40-shtuk-4-tsveta--rs-d-440";"";"";"- - - - -";"";"Россия";"";"http://www.rntoys.com/Content/Images/Products/RNToys/Schetnymaterial/%d0%94-440-300.jpg"
"Счетные палочки 20 штук в коробке бук";"";"RS-Д-653";"RUB";"337,50";"1";"";"";"";"от 3 лет";"";"Счетные палочки 20 штук в коробке бук";"";"";"schetnye-palochki-20-shtuk-v-korobke-buk--rs-d-653";"";"";"- - - - -";"";"Россия";"";"http://www.rntoys.com/Content/Images/Products/RNToys/Schetnymaterial/%d0%94-653-300.jpg"
"Счетные палочки 12 шт синие";"";"RS-Д-437";"RUB";"137,50";"1";"";"";"";"от 3 лет";"";"Счетные палочки 12 шт синие";"";"";"schetnye-palochki-12-sht-sinie-rs-d-437";"";"";"12х12х2,5";"";"Россия";"";"http://www.rntoys.com/Content/Images/Products/RNToys/Schetnymaterial/%d0%94-437-300.png"
"Счетные палочки 12 шт красные";"";"RS-Д-438";"RUB";"137,50";"1";"";"";"";"от 3 лет";"";"Счетные палочки 12 шт красные";"";"";"schetnye-palochki-12-sht-krasnye--rs-d-438";"";"";"12х12х2,5";"";"Россия";"";"http://www.rntoys.com/Content/Images/Products/RNToys/Schetnymaterial/%d0%b4-438.300.jpg"
"Счетные палочки 12 шт зеленые";"";"RS-Д-539";"RUB";"137,50";"1";"";"";"";"от 3 лет";"";"Счетные палочки 12 шт зеленые";"";"";"schetnye-palochki-12-sht-zelenye--rs-d-539";"";"";"12х12х2,5";"";"Россия";"";"http://www.rntoys.com/Content/Images/Products/RNToys/Schetnymaterial/%d0%94-539-300.jpg"
"Счетные палочки 12 шт желтые";"";"RS-Д-439";"RUB";"137,50";"1";"";"";"";"от 3 лет";"";"Счетные палочки 12 шт желтые";"";"";"schetnye-palochki-12-sht-zheltye--rs-d-439";"";"";"12х12х2,5";"";"Россия";"";"http://www.rntoys.com/Content/Images/Products/RNToys/Schetnymaterial/D-439-1.tif300.jpg"
"Счетные палочки 12 шт белые";"";"RS-Д-436";"RUB";"137,50";"1";"";"";"";"от 3 лет";"";"Счетные палочки 12 шт белые";"";"";"schetnye-palochki-12-sht-belye--rs-d-436";"";"";"12x12x2.5";"";"Россия";"";"http://www.rntoys.com/Content/Images/Products/RNToys/Schetnymaterial/d-436.%20300.jpg"
"Комплект карточек с заданиями для счетного материала (16шт)";"";"RS-К-001";"RUB";"53,75";"1";"";"";"";"от 3 лет";"";"Комплект карточек с заданиями для счетного материала (16шт)";"";"";"komplekt-kartochek-s-zadaniyami-dlya-schetnogo-materiala-16sht--rs-k-001";"";"";"- - - - -";"";"Россия";"";"http://www.rntoys.com/Content/Images/Products/RNToys/Schetnymaterial/%d0%9a-001-300.jpg"
"!!Шнуровки";"";"";"";"";"";"";"";"";"<h1>Шнуровки</h1>
        <p>Яркие игрушки из дерева способствуют развитию навыков шнуровки, концентрации внимания, мелкой моторики. Игры-шнуровки являются хорошим средством подготовки детской руки к письму.</p>";"";"";"";"";"";"";"";"";"";"";""
"Валенок-шнуровка массив";"";"RS-Ш-085";"RUB";"120,00";"1";"";"";"";"от 3 лет";"";"Валенок-шнуровка массив";"";"";"valenok-shnurovka-massiv--rs-sh-085";"";"";"18x12x1";"";"Россия";"";"http://www.rntoys.com/Content/Images/Products/RNToys/KuklyPerevertyshy/%d0%92%d0%b0%d0%bb%d0%b5%d0%bd%d0%be%d0%ba.psd300.jpg"
"Башмак - шнуровка расп.";"";"RS-Ш-016";"RUB";"106,25";"1";"";"";"";"от 3 лет";"";"Башмак - шнуровка расп.";"";"";"bashmak---shnurovka-rasp-rs-sh-016";"";"";"15х20 см";"";"Россия";"";"http://www.rntoys.com/App_Themes/RNToys/Images/nomediumimage.png"
"Башмак - шнуровка на подставке краш.";"";"RS-Ш-036";"RUB";"131,25";"1";"";"";"";"от 3 лет";"";"Башмак - шнуровка на подставке краш.";"";"";"bashmak---shnurovka-na-podstavke-krash--rs-sh-036";"";"";"15х22.5 см";"";"Россия";"";"http://www.rntoys.com/App_Themes/RNToys/Images/nomediumimage.png"
"Башмак - шнуровка на подставке";"";"RS-Ш-019";"RUB";"112,50";"1";"";"";"";"от 3 лет";"";"Башмак - шнуровка на подставке";"";"";"bashmak---shnurovka-na-podstavke---rs-sh-019";"";"";"15х22.5 см";"";"Россия";"";"http://www.rntoys.com/App_Themes/RNToys/Images/nomediumimage.png"
"Башмак - шнуровка краш.";"";"RS-Ш-001";"RUB";"87,50";"1";"";"";"";"от 3 лет";"";"Башмак - шнуровка краш.";"";"";"bashmak---shnurovka-krash-rs-sh-001";"";"";"15х19 см";"";"Россия";"";"http://www.rntoys.com/App_Themes/RNToys/Images/nomediumimage.png"
"Башмак - шнуровка.";"";"RS-Ш-022";"RUB";"75,00";"1";"";"";"";"от 3 лет";"";"Башмак - шнуровка.";"";"";"bashmak---shnurovka--rs-sh-022";"";"";"15х20 см";"";"Россия";"";"http://www.rntoys.com/App_Themes/RNToys/Images/nomediumimage.png"
"Бабочка шнуровка";"";"RS-Д-594";"RUB";"181,25";"1";"";"";"";"от 3 лет";"";"Бабочка шнуровка";"";"";"babochka-shnurovka----rs-d-594";"";"";"- - - - -";"";"Россия";"";"http://www.rntoys.com/Content/Images/Products/RNToys/Shnurovka/%d0%94-594-300.jpg"
"Арбузная долька шнуровка";"";"RS-Ш-072";"RUB";"147,50";"1";"";"";"";"от 3 лет";"";"Арбузная долька шнуровка";"";"";"arbuznaya-dolka-shnurovka-rs-sh-072";"";"";"15х20 см";"";"Россия";"";"http://www.rntoys.com/Content/Images/Products/RNToys/Shnurovka/%d0%a8-072-300.jpg"
"Апельсин-шнуровка";"";"RS-Ш-070";"RUB";"143,75";"1";"";"";"";"от 3 лет";"";"Апельсин-шнуровка";"";"";"apelsin-shnurovka-rs-sh-070";"";"";"10.5х14см";"";"Россия";"";"http://www.rntoys.com/Content/Images/Products/RNToys/Shnurovka/%d0%a8-070-300.jpg"
